Pressure_kPa,Voltage_V
50.59519540655812,1.9912229570800908
89.88127955386167,3.624668922376584
100.46361076876298,4.053505214091395
69.35908713743586,2.8123402885737434
29.665703460662606,1.1581673908446506
10.491287026191625,0.3155697467445884
91.26073150650336,3.7055491071086286
61.99162044167795,2.493914021678216
19.04117139869527,0.8204035549654269
39.12163069091652,1.5816924361817903
68.79064024087049,2.8262172991600787
36.75240529870736,1.421604091399578
52.723228987188484,2.162414726156844
55.715007573886645,2.2422438503084874
96.92049727039041,4.0138815863668595
73.9025813161347,2.973308305661811
27.465690903592765,1.1359818709490428
75.59594995758718,3.066485446867332
15.943936108455718,0.5614110442467373
41.20596738166353,1.6367299987921426
67.70136660236786,2.744783440153528
70.56862580229159,2.9282747015925286
91.46908580817885,3.6916635737587526
82.84059912866344,3.291636889773296
35.27913717123347,1.5088049883138062
44.114529828356666,1.7898983980648928
26.018014574860892,1.0344970796623836
29.06084360924603,1.1752449058183208
86.4438746818703,3.4892900128662516
114.01274242903125,4.565996522907882
16.074511313151774,0.6176990553199867
56.136126899213,2.255451625162123
77.7824513044043,3.076556321294966
73.16443101474432,2.9684079864500137
85.50657759233732,3.5244459993388553
60.31980909313877,2.3778910023479405
67.53742720861706,2.706007035685992
74.93470869362064,3.087764935722087
41.18700401442752,1.6734240898860722
55.862352723860155,2.2184893604413602
72.33700795725429,2.858062455336688
45.94216538570859,1.7779876709018292
113.32216403399565,4.632966719966889
29.268470399103773,1.1951198411921522
19.8661392519218,0.7708787399710814
36.704999205339064,1.4258271658927213
81.23994752175737,3.2837972298489597
33.72425607215827,1.2768041744311462
63.778865989935966,2.560399867795736
16.63845348054149,0.713806369046057
84.11706693801332,3.425056165589146
97.51609372434592,3.934341189583067
108.73041238706061,4.403490469013708
76.23735124369314,3.0348397290742737
86.66657908234004,3.6082658675720762
60.38288167752729,2.4760607395163783
13.7989917277202,0.5186638429050361
83.84216655317056,3.419991238416725
102.31940085299283,4.172755729618946
99.79438748756768,3.9238898840064995
38.32536120453054,1.4840605647374656
31.795184622621086,1.2724166719237526
13.431773419191453,0.4914783173208509
60.996736117603724,2.431808403479448
83.72735868447835,3.4106509065800643
36.66275866582375,1.3873450353542816
17.45520968241876,0.6673634039519629
27.968771259777608,1.1752471481355375
14.740653315878482,0.5457477357344005
49.68052917582535,1.8859302223027827
31.544173387526246,1.23473096908527
27.466695230718955,1.081255143379383
108.19946890910303,4.3700170747351486
56.472744101736225,2.214184822338
22.16005902544925,0.8449230547076296
13.418441935235556,0.47353206057755093
22.609432330227968,0.9315321574861262
101.67629429004982,4.071983404230735
95.17677706141392,3.8800278191236233
35.57835548054351,1.4248792715895366
24.239294093112633,0.9629927606371981
