Pressure_kPa,Voltage_V,pressure_change,voltage_change
0.9916736365839676,0.9916736365839676,0.0,0.0
0.4932892589456278,0.4932892589456277,-0.49838437763833976,-0.49838437763833987
0.1513036305083033,0.1513036305083033,-0.3419856284373245,-0.3419856284373244
0.4779834323114804,0.4779834323114802,0.3266798018031771,0.3266798018031769
0.7295832404926536,0.7295832404926536,0.25159980818117317,0.25159980818117333
0.1073941249905565,0.1073941249905565,-0.6221891155020971,-0.6221891155020971
0.8085874340782684,0.808587434078268,0.7011933090877118,0.7011933090877116
0.1218780158285116,0.1218780158285116,-0.6867094182497568,-0.6867094182497564
0.5696740685360406,0.5696740685360405,0.44779605270752904,0.4477960527075289
0.1118253732397674,0.1118253732397673,-0.45784869529627326,-0.45784869529627326
0.5190331927375916,0.5190331927375915,0.40720781949782425,0.40720781949782425
0.2105895100521145,0.2105895100521145,-0.30844368268547717,-0.30844368268547706
0.2765558312114646,0.2765558312114645,0.06596632115935011,0.06596632115935
0.2704589903053377,0.2704589903053377,-0.006096840906126888,-0.006096840906126777
0.1119689400392753,0.1119689400392752,-0.15849005026606242,-0.1584900502660625
0.2765500931693851,0.276550093169385,0.16458115313010982,0.1645811531301098
0.6279816694835381,0.6279816694835381,0.35143157631415295,0.35143157631415306
0.8584037093084222,0.8584037093084222,0.23042203982488418,0.23042203982488418
0.4798773195665829,0.4798773195665828,-0.37852638974183933,-0.37852638974183944
0.0493243353488775,0.0493243353488775,-0.43055298421770544,-0.4305529842177053
0.6620080071247257,0.6620080071247256,0.6126836717758483,0.6126836717758481
0.84837780156141,0.8483778015614098,0.18636979443668422,0.18636979443668422
0.9464122123687678,0.9464122123687678,0.09803441080735786,0.09803441080735797
0.0923669012910325,0.0923669012910325,-0.8540453110777353,-0.8540453110777353
0.0605423276120204,0.0605423276120203,-0.031824573679012105,-0.0318245736790122
0.0645245267558628,0.0645245267558627,0.003982199143842402,0.003982199143842402
0.8624846006608574,0.862484600660857,0.7979600739049946,0.7979600739049942
0.2626923307395103,0.2626923307395101,-0.5997922699213472,-0.5997922699213469
0.9582558441686624,0.9582558441686624,0.695563513429152,0.6955635134291522
0.1718244700992037,0.1718244700992036,-0.7864313740694586,-0.7864313740694588
0.2242920269065105,0.2242920269065104,0.0524675568073068,0.0524675568073068
0.1735168546481001,0.1735168546481,-0.05077517225841041,-0.05077517225841041
0.2604968742467128,0.2604968742467127,0.0869800195986127,0.0869800195986127
0.648365557357087,0.6483655573570869,0.3878686831103742,0.3878686831103742
0.4280200054800727,0.4280200054800728,-0.22034555187701432,-0.2203455518770141
0.1143646726618324,0.1143646726618324,-0.3136553328182403,-0.31365533281824043
0.5916003498118894,0.5916003498118895,0.477235677150057,0.4772356771500571
0.8361684929323467,0.8361684929323466,0.24456814312045738,0.24456814312045716
0.1791215363354934,0.1791215363354933,-0.6570469565968533,-0.6570469565968533
